Recording,Participant,Timeline,TOI,Interval,Media,AOI,AOI_size,Duration_of_interval,Start_of_interval,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Total_duration_of_Glances,Number_of_Glances
UXRecording3,UXP18,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41220,12722,30000,207,198,1,10372,605,2
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,123149,12441,0,2311,182,10,458,1655,5
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,103263,12380,0,2077,228,7,825,945,4
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15220,11906,0,901,423,1,6752,263,0
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,17168,11572,0,1233,571,2,7115,277,1
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,47592,11680,0,1650,165,10,662,1326,5
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,8478,12677,0,642,283,2,2867,242,0
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,30618,11088,0,1174,206,5,922,843,4
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18850,12796,0,1587,529,3,3241,340,1
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,81059,11574,0,1401,229,6,1906,1203,3
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,55203,12810,0,746,373,2,6259,319,2
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13083,11850,0,790,395,2,6736,277,0
UXRecording1,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,37993,11896,0,236,162,1,9455,557,2
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,115529,12096,15000,3280,205,16,457,1176,2
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,104057,11199,15000,2900,290,10,661,1030,2
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,14111,12632,15000,790,577,1,8342,255,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17932,11162,15000,0,0,0,11162,256,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42274,12845,15000,2332,212,11,624,1623,5
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9440,11116,15000,892,353,1,2979,286,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34955,11511,15000,970,194,5,932,851,3
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18519,12366,15000,1030,515,2,2948,282,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,71204,11955,15000,1409,148,9,1959,1017,2
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,59780,11851,15000,728,364,2,5801,578,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12378,12641,15000,0,0,0,12641,209,1
UXRecording2,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,41877,12069,15000,252,149,1,11010,487,2
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,112780,11864,30000,2899,223,13,522,1648,2
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,100054,11730,30000,2050,205,10,760,1099,3
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13990,11087,30000,687,453,1,9094,276,1
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16444,12203,30000,1381,540,1,3838,304,1
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,43251,12575,30000,1990,199,10,648,1705,5
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9409,11349,30000,627,322,1,2195,351,1
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,32463,11344,30000,1109,132,4,1199,697,2
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18955,11965,30000,1053,414,2,2680,181,1
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,70420,11401,30000,1676,186,9,1281,1180,3
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,54903,11432,30000,695,249,2,4887,378,2
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,11998,12766,30000,801,372,2,5553,198,0
UXRecording3,UXP19,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41714,11718,30000,266,133,2,9320,506,2
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,121140,12470,0,2542,181,9,336,1134,4
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,99685,12383,0,2022,173,9,809,875,2
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13620,11437,0,1064,532,2,7168,220,1
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16199,12318,0,1182,363,3,6048,407,1
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,48567,11585,0,2300,230,10,450,1517,5
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9655,11580,0,858,429,2,3490,260,1
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,35029,12145,0,1086,152,4,1123,1059,3
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18279,12804,0,0,0,0,12804,293,1
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,82077,12358,0,1580,158,10,1722,846,4
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,54690,12802,0,721,283,2,4296,423,2
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,11915,12902,0,0,0,0,12902,251,0
UXRecording1,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,39741,12771,0,266,133,2,12771,550,2
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,118217,11290,15000,3795,253,15,319,1385,3
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,92944,11989,15000,2212,198,11,702,875,3
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13910,12190,15000,1002,501,2,9192,203,1
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17894,11735,15000,1158,386,3,4965,374,1
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,46021,11568,15000,1665,198,8,561,1763,4
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9372,12003,15000,832,399,1,2756,199,1
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34529,11848,15000,1222,141,6,919,967,3
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,20628,12251,15000,0,0,0,12251,208,1
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,75750,12241,15000,1430,165,7,1101,805,3
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,56687,11391,15000,924,308,3,8092,467,2
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12955,11059,15000,1082,541,2,8749,159,1
UXRecording2,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,42045,11222,15000,284,142,2,9036,634,2
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,113925,11147,30000,3024,252,12,471,1183,4
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,91426,11268,30000,2250,175,7,483,1299,4
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14531,11064,30000,914,494,1,6745,289,1
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15684,11510,30000,1234,479,2,3912,214,1
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,44017,12085,30000,1932,143,7,448,1375,3
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,8732,11293,30000,0,0,0,11293,284,1
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31246,11698,30000,1100,220,5,917,590,2
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18224,12788,30000,1094,482,2,3838,193,1
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,70523,11669,30000,1636,167,9,1579,700,2
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,54508,12433,30000,721,260,2,7953,559,2
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,13609,12430,30000,988,494,2,9945,160,0
UXRecording3,UXP20,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,40436,12082,30000,239,187,1,11732,540,2
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,123337,11051,0,2178,242,9,389,858,4
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,90690,12502,0,2421,269,9,827,1309,3
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,14031,12934,0,1206,603,2,8712,192,1
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,16134,11711,0,0,0,0,11711,277,1
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,42799,12573,0,1620,180,9,471,906,5
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9626,12070,0,839,309,2,3830,331,1
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,35019,11360,0,835,182,4,1248,600,3
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,20124,11946,0,0,0,0,11946,308,0
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,70462,11906,0,1792,224,8,1745,844,2
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,57077,12278,0,670,335,2,5351,472,2
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13335,11515,0,633,371,1,7844,146,1
UXRecording1,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,38415,11926,0,252,148,1,11233,474,3
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,118895,11175,15000,2558,199,12,343,1013,4
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,96502,11635,15000,2720,272,10,765,1000,3
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13723,12064,15000,1047,525,1,5467,210,0
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15510,11252,15000,1089,363,3,4410,209,1
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42768,12567,15000,1999,213,8,485,1509,3
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,8483,11818,15000,0,0,0,11818,273,1
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,34027,11289,15000,800,200,4,1185,1016,3
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,17740,12796,15000,1054,527,2,4171,324,0
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,80599,12042,15000,1760,185,7,1225,1148,3
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,54079,11437,15000,858,286,3,5857,511,2
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12803,11740,15000,900,518,1,10064,209,1
UXRecording2,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,37556,11938,15000,250,119,2,6970,680,2
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,119610,11321,30000,2250,225,10,356,956,2
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,99224,12385,30000,2429,264,9,873,711,2
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,14576,11271,30000,991,543,1,6306,174,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,15480,12708,30000,1319,423,3,5418,337,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,46533,11197,30000,1733,157,10,566,1306,5
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9547,12875,30000,838,367,2,2089,192,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,31430,12633,30000,1062,135,5,1401,815,3
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18084,11077,30000,840,420,2,2886,292,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,78671,12328,30000,1704,183,6,1388,882,2
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,54561,12583,30000,1098,366,3,6309,449,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,11997,12191,30000,743,360,1,6650,152,1
UXRecording3,UXP21,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,38378,12694,30000,300,150,2,12694,397,1
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,113218,12865,0,2259,201,9,536,1069,4
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,104837,11509,0,2088,219,9,624,1345,3
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,15325,12584,0,1190,595,2,7080,203,1
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,15919,11794,0,1353,451,3,4970,314,1
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,44854,12429,0,1492,202,6,603,1709,4
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9631,11074,0,602,478,1,3296,344,1
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,32100,12645,0,1170,195,6,1355,714,2
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,20017,12739,0,0,0,0,12739,227,0
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,72073,12854,0,1377,143,8,1574,644,3
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,53324,12739,0,882,294,3,7769,336,1
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,12395,11396,0,1130,565,2,5403,186,0
UXRecording1,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,41240,12678,0,276,138,2,12102,614,2
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,124630,12132,15000,2372,152,10,455,868,4
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,101224,12260,15000,3516,293,12,809,701,2
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13965,11457,15000,984,466,2,7937,194,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,17644,11283,15000,1186,593,2,5318,353,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,42563,11694,15000,2115,235,9,540,1077,3
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9319,12318,15000,696,294,2,3659,288,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,32643,11891,15000,1169,166,4,1284,787,2
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,18128,11430,15000,0,0,0,11430,182,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,78641,11977,15000,1274,182,7,1880,978,2
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,55482,11284,15000,738,369,2,7880,310,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12244,11882,15000,0,0,0,11882,276,1
UXRecording2,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,40299,12956,15000,237,127,1,8296,422,2
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,125309,12404,30000,2629,169,15,330,889,3
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,93149,12057,30000,2555,175,10,611,991,3
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13969,12524,30000,838,419,2,5486,268,1
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,add_to_cart_target,16989,11596,30000,1200,476,2,6123,267,1
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,promo_popup,47965,12942,30000,1575,179,7,447,1663,3
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,price_label,9552,12488,30000,844,402,2,3063,378,1
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,navigation_menu,33080,12150,30000,1323,189,7,1256,1028,3
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,search_bar_target,18070,12649,30000,0,0,0,12649,280,1
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,recommended_items,78052,11727,30000,1560,177,8,1244,919,4
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,reviews_section,54729,11185,30000,918,306,3,5210,529,2
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,shipping_info_target,12216,12531,30000,796,398,2,9462,191,0
UXRecording3,UXP22,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,footer_links,41284,12773,30000,258,131,1,11217,678,2
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,hero_banner,131595,11892,0,3122,223,14,485,1481,2
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,product_image,98350,11882,0,1772,177,7,692,1128,2
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,checkout_target,13592,11538,0,706,523,1,8086,170,1
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,add_to_cart_target,15622,12452,0,1102,551,2,5422,413,1
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,promo_popup,45306,11837,0,2486,226,11,347,1068,4
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,price_label,9120,11397,0,798,358,2,2879,304,1
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,navigation_menu,31693,12508,0,948,155,4,1115,1015,3
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,search_bar_target,18408,12760,0,760,337,2,3955,200,0
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,recommended_items,74359,11069,0,1495,181,7,1813,979,2
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,reviews_section,59230,11811,0,996,332,3,5565,413,2
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,shipping_info_target,13631,11772,0,734,424,1,9178,258,0
UXRecording1,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,1,Checkout mockup,footer_links,41973,12879,0,382,191,2,6795,433,2
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,hero_banner,125213,11930,15000,2460,173,11,322,1432,3
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,product_image,91633,11154,15000,2630,263,10,838,750,2
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,checkout_target,13989,11104,15000,1174,587,2,6664,150,1
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,add_to_cart_target,15890,11104,15000,1521,507,3,4566,293,1
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,promo_popup,44406,11772,15000,2085,208,8,590,1368,4
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,price_label,9243,12237,15000,976,488,2,2104,238,0
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,navigation_menu,31569,12915,15000,1016,131,5,1246,617,2
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,search_bar_target,19751,12139,15000,947,409,2,4957,181,1
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,recommended_items,76323,12710,15000,1165,142,5,1098,1177,3
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,reviews_section,52311,11934,15000,784,323,2,4917,394,1
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,shipping_info_target,12448,11311,15000,1102,551,2,8883,264,1
UXRecording2,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,2,Checkout mockup,footer_links,41392,11329,15000,247,156,1,6763,619,2
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,hero_banner,112750,12610,30000,3224,248,13,322,1017,3
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,product_image,98924,12640,30000,2242,224,8,540,1064,4
UXRecording3,UXP23,EcommerceCheckoutTimeline,Ecommerce_Checkout_Page,3,Checkout mockup,checkout_target,13341,11136,30000,966,577,1,8926,167,1
